journal_title,journal_url,is_predatory
Revista Ciencias Marinas y Costeras,http://www.revistas.una.ac.cr/index.php/revmar/index,0
Uniciencia,http://www.revistas.una.ac.cr/index.php/uniciencia/index,0
"JEET, Journal of English Education and Technology",http://jeet.fkdp.or.id/index.php/jeet,0
"Espacio, Tiempo y Educación",http://www.espaciotiempoyeducacion.com,0
"GEPROS: Gestão da Produção, Operações e Sistemas",http://revista.feb.unesp.br/index.php/gepros,0
Mundo Livre,http://periodicos.uff.br/mundolivre,0
Health and Interprofessional Practice,https://hipe-pub.org,0
Revista de Cultura Teologica,http://revistas.pucsp.br/index.php/culturateo/issue/current,0
Cuadernos AISPI,http://www.ledijournals.com/ojs/index.php/cuadernos/index,0
Scienze del Territorio,https://oajournals.fupress.net/index.php/sdt/index,0
Maal og Minne,http://ojs.novus.no/index.php/mom,0
Psico-USF,http://www.scielo.br/scielo.php?script=sci_serial&pid=1413-8271&lng=en&nrm=iso,0
Revista Perspectivas,http://www.scielo.org.bo/revistas/rp/eaboutj.htm,0
Проблемы анализа,http://issuesofanalysis.petrsu.ru,0
European Medical Journal Reproductive Health,http://emjreviews.com/therapeutic-area/reproductive-health,0
Veritas et Justitia,http://journal.unpar.ac.id/index.php/veritas,0
El Oído Pensante,http://revistascientificas.filo.uba.ar/index.php/oidopensante,0
Revista Analisando em Ciência da Informação,http://arquivologiauepb.com.br/racin/index.htm,0
"Rainbow: Journal of Literature, Linguistics and Culture",http://journal.unnes.ac.id/sju/index.php/rainbow,0
Jurnal Bidang Pendidikan Dasar,http://ejournal.unikama.ac.id/index.php/jbpd/index,0
Science Diliman,http://journals.upd.edu.ph/index.php/sciencediliman,0
PROFESORADO,http://recyt.fecyt.es/index.php/profesorado,0
Archivum Mathematicum,http://www.emis.de/journals/am,0
Nirmana,http://nirmana.petra.ac.id,0
Estudios Demográficos y Urbanos,http://estudiosdemograficosyurbanos.colmex.mx/index.php/edu,0
Ranah: Jurnal Kajian Bahasa,http://ojs.badanbahasa.kemdikbud.go.id/jurnal/index.php/jurnal_ranah,0
JFMR-Journal of Fisheries and Marine Research,http://jfmr.ub.ac.id/index.php/jfmr/index,0
Ius et Praxis,http://www.revistaiepraxis.cl,0
Global Economic Observer,http://www.globeco.ro,0
Journal of Statistical Software,http://www.jstatsoft.org,0
Risco: Revista de Pesquisa em Arquitetura e Urbanismo,http://www.revistas.usp.br/risco/index,0
Jurnal Pendidikan Matematika dan IPA,http://jurnal.untan.ac.id/index.php/pmp,0
Revista de Estudios de Seguridad Internacional,http://www.seguridadinternacional.es/revista,0
International Journal Pedagogy of Social Studies,http://ejournal.upi.edu/index.php/pips,0
Kwartalnik Nauk o Mediach,http://knm.uksw.edu.pl,0
European Medical Journal Oncology,http://emjreviews.com/therapeutic-area/oncology,0
Temporalidades,https://seer.ufmg.br/index.php/temporalidades/index,0
Educação Online,http://educacaoonline.edu.puc-rio.br,0
Desafios,https://sistemas2.uft.edu.br:8004/index.php/desafios,0
disClosure: A Journal of Social Theory,http://uknowledge.uky.edu/disclosure,0
Simbiosis: Journal of Biological Sciences,http://ojs.unud.ac.id/index.php/simbiosis,0
Survey Research Methods,https://ojs.ub.uni-konstanz.de/srm,0
Politai,http://revistas.pucp.edu.pe/politai,0
Meta-Carto-Semiotics,http://meta-carto-semiotics.org,0
Revista Estudo & Debate,http://univates.br/revistas/index.php/estudoedebate,0
Revista Debates,http://seer.ufrgs.br/index.php/debates,0
Revista Electrónica de Enseñanza de las Ciencias (REEC),http://reec.uvigo.es/reec/ingles/reec_index_in.htm,0
Jurnal Sain Veteriner,https://jurnal.ugm.ac.id/jsv/index,0
Balkan Journal of Geometry and Its Applications,http://www.mathem.pub.ro/bjga,0
Boletim Gaùcho de Geografia,http://seer.ufrgs.br/bgg,0
Global Medical & Health Communication,http://ejournal.unisba.ac.id/index.php/gmhc,0
Revista Latino Americana de Estudos em Cultura e Sociedade,http://periodicos.claec.org/index.php/relacult/index,0
feminists@law,http://journals.kent.ac.uk/index.php/feministsatlaw,0
Logistics Research,https://www.bvl.de/en/lore,0
Pythagoras: Jurnal pendidikan Matematika,http://journal.uny.ac.id/index.php/pythagoras,0
Contemporanea : Revista de Comunicação e Cultura,http://www.portalseer.ufba.br/index.php/contemporaneaposcom,0
Publicum,http://www.e-publicacoes.uerj.br/index.php/publicum/index,0
Infection Epidemiology and Medicine,http://iem.modares.ac.ir,0
European Medical Journal Rheumatology,http://emjreviews.com/therapeutic-area/rheumatology,0
Aquatic Biology,http://www.int-res.com/journals/ab/ab-home,0
Jurnal Pendidikan Matematika,http://ejournal.unsri.ac.id/index.php/jpm/index,0
Journal of Anthropology of Sport and Physical Education,http://www.jaspe.ac.me,0
Revista Otarq: Otras arqueologías,http://www.otarq.es,0
Refleksi Edukatika,http://jurnal.umk.ac.id/index.php/re/index,0
Клиническая и экспериментальная тиреоидология,https://www.cet-endojournals.ru/jour/index,0
Applied Computer Science,http://www.acs.pollub.pl,0
Acta Logistica,http://www.actalogistica.eu,0
تربیت اسلامی,http://islamicedu.rihu.ac.ir,0
Journal of European Psychology Students,http://jeps.efpsa.org,0
Journal of Comparative Social Work,https://journals.uis.no/index.php/jcsw,0
Jurnal Kimia Valensi,http://journal.uinjkt.ac.id/index.php/valensi,0
Brazilian Political Science Review,https://brazilianpoliticalsciencereview.org,0
Cuadernos del Hipogrifo,http://www.revistaelhipogrifo.com,0
Journal of the Southeast Asian Linguistics Society,https://evols.library.manoa.hawaii.edu/handle/10524/52368,0
Anduli,https://revistascientificas.us.es/index.php/anduli/index,0
Acta Brasiliensis,http://revistas.ufcg.edu.br/actabra,0
مطالعات اجتماعی روان‌شناختی زنان,http://jwsps.alzahra.ac.ir,0
Spanish Journal of Marketing-ESIC,http://www.emeraldgrouppublishing.com/services/publishing/sjme/index.htm,0
Jema: Jurnal Ilmiah Bidang Akuntansi dan Manajemen,http://riset.unisma.ac.id/index.php/jema,0
Journal of Work and Organizational Psychology,https://journals.copmadrid.org/jwop,0
Emerging Science Journal,http://ijournalse.org,0
Komunitas: International Journal of Indonesian Society and Culture,https://journal.unnes.ac.id/nju/index.php/komunitas,0
Linguistics in Amsterdam,http://www.linguisticsinamsterdam.nl,0
Okara: Jurnal Bahasa dan Sastra,http://ejournal.iainmadura.ac.id/index.php/okara,0
Journal of Education and Community Health,http://jech.umsha.ac.ir/index.php?&slct_pg_id=10&sid=1&slc_lang=en,0
Intuisi,http://journal.unnes.ac.id/nju/index.php/intuisi,0
Dinamika Pendidikan,http://journal.unnes.ac.id/nju/index.php/dp,0
"Jurnal Ekonomi, Bisnis dan Entrepreneurship",http://jurnal.stiepas.ac.id/index.php/jebe/index,0
Journal of Airline and Airport Management,http://www.jairm.org,0
Jurnal Penelitian Pendidikan,http://ejournal.upi.edu/index.php/jer,0
GeSec,http://www.revistagesec.org.br,0
Buletin Peternakan,http://journal.ugm.ac.id/buletinpeternakan/index,0
Iqtishoduna: Jurnal Ekonomi Islam,http://ejournal.iaisyarifuddin.ac.id/index.php/iqtishoduna,0
Sosial Budaya,http://ejournal.uin-suska.ac.id/index.php/sosialbudaya,0
Literatura em Debate,http://revistas.fw.uri.br/index.php/literaturaemdebate,0
Amazônia,http://www.periodicos.ufpa.br/index.php/revistaamazonia,0
Journal of Modern Power Systems and Clean Energy,https://ieeexplore.ieee.org/xpl/recentissue.jsp?punumber=8685265,0
Nihon Shouni Jinzoubyou Gakkai zasshi,http://www.jspn.jp/gakkaishi/gakkaishi/gakkaishi.html,0
Focaal,https://www.berghahnjournals.com/view/journals/focaal/focaal-overview.xml,0
Sensors and Materials,https://myukk.org,0
European Journal of Mineralogy,https://www.european-journal-of-mineralogy.net,0
Journal of Advanced Guidance and Counseling,https://journal.walisongo.ac.id/index.php/agc,0
Community Eye Health Journal,http://www.cehjournal.org,0
Ilha do Desterro,http://www.periodicos.ufsc.br/index.php/desterro,0
New Zealand Journal of Forestry Science,https://nzjforestryscience.nz/index.php/nzjfs,0
Revista de Ciencias Economicas,https://revistas.ucr.ac.cr/index.php/economicas,0
Kronos,http://www.scielo.org.za/scielo.php?script=sci_serial&pid=0259-0190&lng=en&nrm=iso,0
Revista Brasileira de Saúde Ocupacional,http://www.scielo.br/scielo.php?script=sci_serial&pid=0303-7657&lng=en&nrm=iso,0
Revista de la Facultad de Ciencias Agrarias,http://revistas.uncu.edu.ar/ojs3/index.php/rfca,0
Journal of Dairy Science,https://www.journals.elsevier.com/journal-of-dairy-science,0
Estudos de Religião,https://www.metodista.br/revistas/revistas-ims/index.php/er,0
Affectio Societatis,https://revistas.udea.edu.co/index.php/affectiosocietatis,0
Revista de la Facultad de Ciencias,https://revistas.unal.edu.co/index.php/rfc,0
Anthropology in Action,https://www.berghahnjournals.com/view/journals/aia/aia-overview.xml,0
Exilium,https://periodicos.unifesp.br/index.php/exilium/index,0
Revista del IICE,http://revistascientificas.filo.uba.ar/index.php/iice/index,0
RUDN Journal of Studies in Literature and Journalism,http://journals.rudn.ru/literary-criticism,0
Journal of Environmental and Science Education,https://journal.unnes.ac.id/sju/index.php/jese/index,0
New Diversities,https://newdiversities.mmg.mpg.de,0
Jurnal Tata Kota dan Daerah,https://tatakota.ub.ac.id/index.php/tatakota/index,0
Assiut Veterinary Medical Journal,https://avmj.journals.ekb.eg,0
Research & Politics,https://journals.sagepub.com/home/rap,0
Археология евразийских степей,http://evrazstep.ru,0
JEBA (Journal of Economics and Business Aseanomics),https://academicjournal.yarsi.ac.id/index.php/jeba/index,0
Bisnis & Birokrasi: Jurnal Ilmu Administrasi dan Organisasi (International Journal of Administrative Sciences & Organization),https://scholarhub.ui.ac.id/jbb,0
Jurnal Teknoinfo,https://ejurnal.teknokrat.ac.id/index.php/teknoinfo/index,0
Agroindustrial Technology Journal,https://ejournal.unida.gontor.ac.id/index.php/atj/index,0
Jurnal Kajian Seni,https://jurnal.ugm.ac.id/jks,0
Tạp chí Quản lý và Kinh tế Quốc tế,https://tapchi.ftu.edu.vn,0
Al-Ma'mun,http://ejournal.uinsaizu.ac.id/index.php/jkki,0
Journal of Wildlife and Parks,https://jwp.wildlife.gov.my/index.php/jwp/index,0
SciPost Physics Lecture Notes,https://scipost.org/scipostphyslectnotes,0
Jurnal Riset dan Aplikasi: Akuntansi dan Manajemen,http://jraam.polinema.ac.id/index.php/jraam1,0
Journal of Islamic Thought and Civilization,https://journals.umt.edu.pk/index.php/jitc,0
Trends in Peptide and Protein Sciences,http://journals.sbmu.ac.ir/protein/index,0
Clinical and Experimental Vaccine Research,https://www.ecevr.org/index.php?body=about,0
Приноси към българската археология,https://publications.naim.bg/index.php/cba,0
Arti dello Spettacolo / Performing Arts,https://www.artidellospettacolo-performingarts.com,0
Revista da Faculdade de Direito da Universidade Federal de Minas Gerais,https://revista.direito.ufmg.br/index.php/revista/index,0
Revista Técnica Energía,https://revistaenergia.cenace.gob.ec,0
Skandinaviske Sprogstudier,https://tidsskrift.dk/sss/index,0
مهندسی مکانیک دانشگاه تبریز,https://tumechj.tabrizu.ac.ir,0
Babali Nursing Research,https://babalinursingresearch.com,0
Boletim do Museu Paraense Emílio Goeldi. Ciências Humanas,http://www.scielo.br/scielo.php?script=sci_serial&pid=1981-8122&lng=en&nrm=iso,0
Латиноамериканский исторический альманах,https://ahl.igh.ru/?locale=en,0
iPolytech Journal,https://ipolytech.elpub.ru/jour/about/editorialpolicies#focusandscope,0
Urogynaecologia International Journal,http://www.urogynaecologia.org,0
Meliora,https://meliora.library.columbia.edu,0
VacciMonitor,http://scielo.sld.cu/scielo.php?script=sci_serial&pid=1025-028x,0
Mutiara Medika,https://journal.umy.ac.id/index.php/mm,0
Saliha,https://staitbiasjogja.ac.id/jurnal/index.php/saliha,0
Research in Education and Learning Innovation Archives,https://www.uv.es/realia,0
Asatiza,https://ejournal.stai-tbh.ac.id/index.php/asatiza,0
AIMS Genetics,http://www.aimspress.com/journal/aimsg,0
Diálogo das Letras,http://periodicos.apps.uern.br/index.php/ddl/index,0
Advances in Weed Science,https://awsjournal.org,0
Jurnal Nasional Teknik Elektro,http://jnte.ft.unand.ac.id/index.php/jnte,0
Biomédica: revista del Instituto Nacional de Salud,http://www.revistabiomedica.org,0
Trabalhos em Linguística Aplicada,http://periodicos.sbu.unicamp.br/ojs/index.php/tla,0
Jurnal Pengabdian Multidisiplin,https://journal.kurasinstitute.com/index.php/japamul,0
Ψυχολογία: το Περιοδικό της Ελληνικής Ψυχολογικής Εταιρείας,https://ejournals.epublishing.ekt.gr/index.php/psychology/index,0
"Microbes, Infection and Chemotherapy",http://revistas.unheval.edu.pe/index.php/mic/index,0
Jurnal Sporta Saintika,http://sportasaintika.ppj.unp.ac.id/index.php/sporta/index,0
Specialusis Ugdymas,https://www.journals.vu.lt/special-education,0
Capture,https://jurnal.isi-ska.ac.id/index.php/capture/index,0
Verbum Christi,https://verbum.sttrii.ac.id/index.php/vc/index,0
Actualidad Jurídica Ambiental,http://www.actualidadjuridicaambiental.com,0
Revista de Direito da Faculdade Guanambi,https://portaldeperiodicos.animaeducacao.com.br/index.php/rdfg/index,0
APL Photonics,https://aplphotonics.aip.org,0
Manajemen dan Bisnis,https://www.journalmabis.org/mabis/index,0
Argumentos,http://periodicos.ufc.br/argumentos,0
Восточная Азия: факты и аналитика,http://eastasiajournal.ru/menu-en,0
Acta Mycologica,https://pbsociety.org.pl/journals/index.php/am/index,0
Mistral,https://ugp.rug.nl/mistral/index,0
Hozen seitaigaku kenkyu,https://www.esj.ne.jp/esj/jjce/index.html,0
Social Inclusion,http://www.cogitatiopress.com/socialinclusion,0
Jurnal Informatika,http://jurnalinformatika.petra.ac.id,0
Acta Societatis Botanicorum Poloniae,https://pbsociety.org.pl/journals/index.php/asbp/index,0
Ascarya,https://journal.ascarya.or.id/index.php/iscs/index,0
Jurnal DinamikA,https://jurnal.iainsalatiga.ac.id/index.php/dinamika/index,0
Wirapuru,https://wirapuru.cl,0
Actas Dermo-Sifiliográficas,https://www.journals.elsevier.com/actas-dermo-sifiliograficas,0
Portuguese Journal of Dermatology and Venereology,https://www.portuguesejournalofdermatology.com/index.php,0
Journal of Evolutionary Studies in Business,http://revistes.ub.edu/index.php/jesb,0
Sociedade e Estado,http://www.scielo.br/se,0
Revista de Teorias da Democracia e Direitos Políticos,http://indexlaw.org/index.php/revistateoriasdemocracia/index,0
CHIRONOMUS Journal of Chironomidae Research,http://www.ntnu.no/ojs/index.php/chironomus,0
Cirugía Plástica Ibero-Latinoamericana,https://ciplaslatin.com,0
Aturá,https://sistemas.uft.edu.br/periodicos/index.php/atura/index,0
JBN (Jurnal Bedah Nasional),https://ojs.unud.ac.id/index.php/jbn,0
